t(ticks); id_viat; destin; t_estacion; t_vida; observ
     483;    8076;      E;        100;    422; Encerrado!
     483;    8077;      N;         80;    422; Encerrado!
     483;    8078;      W;         70;    422; Encerrado!
     483;    8079;      S;        100;    422; Encerrado!
     483;    8080;      N;         70;    422; Encerrado!
     483;    8081;      N;        100;    422; Encerrado!
     483;    8082;      N;        100;    422; Encerrado!
     483;    8083;      S;         70;    422; Encerrado!
     483;    8084;      E;         10;    422; Encerrado!
     483;    8085;      S;         50;    422; Encerrado!
     483;    8086;      E;        100;    422; Encerrado!
     483;    8087;      W;         60;    422; Encerrado!
     483;    8088;      S;         50;    422; Encerrado!
     483;    8089;      N;        100;    422; Encerrado!
     484;    8090;      E;         30;    423; Encerrado!
     484;    8091;      E;         90;    423; Encerrado!
     484;    8092;      N;         50;    423; Encerrado!
     484;    8093;      N;         60;    423; Encerrado!
     484;    8094;      S;         80;    423; Encerrado!
     484;    8095;      E;         40;    423; Encerrado!
     484;    8096;      W;         30;    423; Encerrado!
     484;    8097;      E;         60;    423; Encerrado!
     484;    8098;      W;         10;    423; Encerrado!
     484;    8099;      E;         50;    423; Encerrado!
     484;    8100;      W;         20;    423; Encerrado!
     484;    8101;      E;         70;    423; Encerrado!
     484;    8102;      S;         40;    423; Encerrado!
     484;    8103;      N;        100;    423; Encerrado!
     485;    8104;      S;         80;    424; Encerrado!
     485;    8105;      W;         50;    424; Encerrado!
     485;    8106;      E;         50;    424; Encerrado!
     485;    8107;      S;         40;    424; Encerrado!
     485;    8108;      N;         50;    424; Encerrado!
     485;    8109;      E;         30;    424; Encerrado!
     485;    8110;      W;         60;    424; Encerrado!
     485;    8111;      N;         10;    424; Encerrado!
     485;    8112;      S;         20;    424; Encerrado!
     485;    8113;      N;         80;    424; Encerrado!
     485;    8114;      E;         40;    424; Encerrado!
     485;    8115;      E;         60;    424; Encerrado!
     485;    8116;      N;         10;    424; Encerrado!
     485;    8117;      N;         20;    424; Encerrado!
     485;    8118;      N;         50;    424; Encerrado!
     485;    8119;      E;         60;    424; Encerrado!
     485;    8120;      E;         90;    424; Encerrado!
     485;    8121;      E;        100;    424; Encerrado!
     485;    8122;      W;         70;    424; Encerrado!
     485;    8123;      N;         70;    424; Encerrado!
     486;    8124;      N;         80;    425; Encerrado!
     486;    8125;      N;         40;    425; Encerrado!
     486;    8126;      W;         60;    425; Encerrado!
     486;    8127;      N;         30;    425; Encerrado!
     486;    8128;      S;         30;    425; Encerrado!
     486;    8129;      E;         70;    425; Encerrado!
     486;    8130;      E;         10;    425; Encerrado!
     486;    8131;      N;         90;    425; Encerrado!
     486;    8132;      W;         20;    425; Encerrado!
     486;    8133;      E;         70;    425; Encerrado!
     486;    8134;      S;         20;    425; Encerrado!
     486;    8135;      E;         60;    425; Encerrado!
     486;    8136;      N;         50;    425; Encerrado!
     486;    8137;      E;         60;    425; Encerrado!
     487;    8138;      W;         20;    426; Encerrado!
     487;    8139;      N;         50;    426; Encerrado!
     487;    8140;      W;        100;    426; Encerrado!
     487;    8141;      W;         40;    426; Encerrado!
     487;    8142;      N;         10;    426; Encerrado!
     487;    8143;      W;         50;    426; Encerrado!
     487;    8144;      S;        100;    426; Encerrado!
     487;    8145;      N;         10;    426; Encerrado!
     487;    8146;      E;         30;    426; Encerrado!
     487;    8147;      E;         30;    426; Encerrado!
     487;    8148;      W;         50;    426; Encerrado!
     487;    8149;      W;         30;    426; Encerrado!
     487;    8150;      E;         60;    426; Encerrado!
     487;    8151;      W;         30;    426; Encerrado!
     487;    8152;      W;         80;    426; Encerrado!
     487;    8153;      W;         30;    426; Encerrado!
     487;    8154;      N;         30;    426; Encerrado!
     487;    8155;      N;         20;    426; Encerrado!
     487;    8156;      S;         20;    426; Encerrado!
     487;    8157;      E;         40;    426; Encerrado!
     488;    8158;      E;         20;    427; Encerrado!
     488;    8159;      W;         50;    427; Encerrado!
     488;    8160;      W;         50;    427; Encerrado!
     488;    8161;      E;         90;    427; Encerrado!
     488;    8162;      N;         40;    427; Encerrado!
     488;    8163;      N;         80;    427; Encerrado!
     488;    8164;      E;         90;    427; Encerrado!
     488;    8165;      W;         50;    427; Encerrado!
     488;    8166;      W;        100;    427; Encerrado!
     488;    8167;      W;         20;    427; Encerrado!
     488;    8168;      W;         60;    427; Encerrado!
     488;    8169;      W;         40;    427; Encerrado!
     488;    8170;      N;         10;    427; Encerrado!
     488;    8171;      W;         90;    427; Encerrado!
     489;    1092;      S;         90;    480; Encerrado!
     489;    8173;      E;         80;    428; Encerrado!
     489;    8174;      E;         30;    428; Encerrado!
     489;    8175;      S;         10;    428; Encerrado!
     489;    8176;      W;        100;    428; Encerrado!
     489;    8177;      E;         30;    427; Encerrado!
     489;    8178;      N;         80;    427; Encerrado!
     489;    8179;      W;         80;    427; Encerrado!
     489;    8180;      S;         20;    427; Encerrado!
     489;    8181;      E;         60;    427; Encerrado!
     489;    8182;      E;        100;    427; Encerrado!
     489;    8183;      W;         60;    427; Encerrado!
     489;    8184;      N;         50;    427; Encerrado!
     489;    8185;      N;         60;    427; Encerrado!
     489;    8186;      N;         90;    427; Encerrado!
     489;    8187;      S;         60;    427; Encerrado!
     489;    8188;      N;         90;    427; Encerrado!
     489;    8189;      S;        100;    427; Encerrado!
     489;    8190;      E;         20;    427; Encerrado!
     489;    8191;      N;         80;    427; Encerrado!
     490;    8192;      S;        100;    428; Encerrado!
     490;    8193;      N;         90;    428; Encerrado!
     490;    8194;      N;         60;    428; Encerrado!
     490;    8195;      N;         50;    428; Encerrado!
     490;    8196;      N;         30;    428; Encerrado!
     490;    8197;      S;         50;    428; Encerrado!
     490;    8198;      N;         30;    428; Encerrado!
     490;    8199;      W;         60;    428; Encerrado!
     490;    8200;      E;         20;    428; Encerrado!
     490;    8201;      W;         30;    428; Encerrado!
     490;    8202;      W;        100;    428; Encerrado!
     490;    8203;      W;         60;    428; Encerrado!
     490;    8204;      W;         10;    428; Encerrado!
     490;    8205;      W;         80;    428; Encerrado!
     491;    8206;      N;         40;    429; Encerrado!
     491;    8207;      E;         40;    429; Encerrado!
     491;    8208;      E;         10;    429; Encerrado!
     491;    8209;      E;         70;    429; Encerrado!
     491;    8210;      W;         10;    429; Encerrado!
     491;    8211;      S;         20;    429; Encerrado!
     491;    8212;      W;         20;    429; Encerrado!
     491;    8213;      N;         80;    429; Encerrado!
     491;    8214;      E;         60;    429; Encerrado!
     491;    8215;      E;         90;    429; Encerrado!
     491;    8216;      E;         70;    429; Encerrado!
     491;    8217;      E;         90;    429; Encerrado!
     491;    8218;      E;         90;    429; Encerrado!
     491;    8219;      W;         10;    429; Encerrado!
     491;    8220;      S;         10;    429; Encerrado!
     491;    8221;      S;         60;    429; Encerrado!
     491;    8222;      N;         90;    429; Encerrado!
     491;    8223;      E;        100;    429; Encerrado!
     491;    8224;      S;         60;    429; Encerrado!
     491;    8225;      S;         80;    429; Encerrado!
     491;    8226;      W;         20;    429; Encerrado!
     491;    8227;      W;        100;    429; Encerrado!
     492;    8228;      S;         40;    430; Encerrado!
     492;    8229;      E;         40;    430; Encerrado!
     492;    8230;      S;         10;    430; Encerrado!
     492;    8231;      S;         20;    430; Encerrado!
     492;    8232;      N;         50;    430; Encerrado!
     492;    8233;      W;         20;    430; Encerrado!
     492;    8234;      N;         50;    430; Encerrado!
     492;    8235;      S;         20;    430; Encerrado!
     492;    8236;      W;         50;    430; Encerrado!
     492;    1101;      N;         30;    483; Encerrado!
     492;    8238;      E;         50;    430; Encerrado!
     492;    8239;      W;         30;    430; Encerrado!
     492;    8240;      N;         90;    430; Encerrado!
     493;    8241;      W;         70;    431; Encerrado!
     493;    8242;      W;         20;    431; Encerrado!
     493;    8243;      W;         80;    431; Encerrado!
     493;    8244;      S;         40;    431; Encerrado!
